Revision,Author,Date,# Lines,Comment,File Changed
1545628,Jimmy,"2015-11-16 13:45:04 +0000 (Mon, 16 Nov 2015)",1,"Added sfr module",Changed paths: - M /cloud/personal/client-international/android/branches/android-15.2-solutions/build.gradle - M /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client/build.gradle - M /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-amx/build.gradle - M /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-bt/build.gradle - M /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-bt/res/values/configurations.xml - M /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-frt/build-config/prod.properties - M /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-frt/build.gradle - A /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-sfr - A /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-sfr/assets - A /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-sfr/assets/legal_notice.htm - A /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-sfr/assets/privacy.htm - A /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-sfr/assets/routers.xml - A /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-sfr/assets/t_and_c.htm - A /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-sfr/build-config - A /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-sfr/build-config/dev.properties - A /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-sfr/build-config/prod.properties - A /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-sfr/build-config/qa.properties - A /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-sfr/build.gradle - A /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-sfr/custom-lint.xml - A /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-sfr/manifest - A /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-sfr/manifest/project-specific-metadata-components.txt - A /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-sfr/manifest/project-specific-permissions.txt - A /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-sfr/res - A /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-sfr/res/drawable-hdpi - A /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-sfr/res/drawable-hdpi/grphc_pcloud_logo.png - A /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-sfr/res/drawable-hdpi/mct_wizard_1.png - A /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-sfr/res/drawable-hdpi/splash_icon.png - A /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-sfr/res/drawable-hdpi/splash_title.png - A /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-sfr/res/drawable-hdpi/wizard_image_0.png - A /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-sfr/res/drawable-hdpi/wizard_image_1.png - A /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-sfr/res/drawable-hdpi/wizard_image_2.png - A /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-sfr/res/drawable-hdpi/wizard_image_3.png - A /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-sfr/res/drawable-hdpi-v11 - A /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-sfr/res/drawable-ldpi - A /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-sfr/res/drawable-ldpi/ic_launcher.png - A /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-sfr/res/drawable-ldpi/icon.png - A /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-sfr/res/drawable-ldpi/mct_wizard_1.png - A /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-sfr/res/drawable-ldpi/splash_icon.png - A /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-sfr/res/drawable-ldpi/splash_title.png - A /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-sfr/res/drawable-ldpi-v11 - A /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-sfr/res/drawable-mdpi - A /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-sfr/res/drawable-mdpi/mct_wizard_1.png - A /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-sfr/res/drawable-mdpi/splash_icon.png - A /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-sfr/res/drawable-mdpi/splash_title.png - A /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-sfr/res/drawable-mdpi-v11 - A /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-sfr/res/drawable-xhdpi - A /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-sfr/res/drawable-xhdpi/mct_wizard_1.png - A /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-sfr/res/drawable-xhdpi/splash_icon.png - A /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-sfr/res/drawable-xhdpi/splash_title.png - A /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-sfr/res/drawable-xhdpi-v11 - A /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-sfr/res/drawable-xxhdpi - A /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-sfr/res/drawable-xxhdpi/splash_icon.png - A /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-sfr/res/drawable-xxhdpi/splash_title.png - A /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-sfr/res/drawable-xxhdpi-v11 - A /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-sfr/res/drawable-xxxhdpi - A /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-sfr/res/drawable-xxxhdpi/splash_icon.png - A /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-sfr/res/drawable-xxxhdpi/splash_title.png - A /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-sfr/res/drawable-xxxhdpi-v11 - A /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-sfr/res/layout - A /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-sfr/res/layout/activity_settings.xml - A /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-sfr/res/layout/all_files_activity.xml - A /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-sfr/res/layout/fragment_help_layout.xml - A /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-sfr/res/layout/new_slides_main_screen.xml - A /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-sfr/res/layout/play_now_activity.xml - A /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-sfr/res/layout/restore_activity.xml - A /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-sfr/res/layout/setting_dataclasses_activity.xml - A /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-sfr/res/layout/splashscreen.xml - A /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-sfr/res/layout/tabs_view_pager.xml - A /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-sfr/res/layout/tools_activity.xml - A /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-sfr/res/layout/uiwidgets_tutor_item.xml - A /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-sfr/res/layout/upload_download_status.xml - A /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-sfr/res/layout/view_pager.xml - A /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-sfr/res/layout/wizard_activity.xml - A /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-sfr/res/layout-sw600dp - A /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-sfr/res/layout-sw600dp/activity_settings.xml - A /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-sfr/res/layout-sw600dp/view_pager.xml - A /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-sfr/res/layout-sw600dp-land - A /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-sfr/res/layout-sw600dp-land/play_now_activity.xml - A /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-sfr/res/layout-sw600dp-port - A /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-sfr/res/layout-sw600dp-port/activity_settings.xml - A /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-sfr/res/values - A /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-sfr/res/values/booleans.xml - A /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-sfr/res/values/colors.xml - A /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-sfr/res/values/configurations.xml - A /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-sfr/res/values/integers.xml - A /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-sfr/res/values/share_actions.xml - A /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-sfr/res/values/strings.xml - A /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-sfr/res/values/styles.xml - A /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-sfr/res/values/transfers_timelines.xml - A /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-sfr/res/values-sw600dp - A /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-sfr/res/values-sw600dp/booleans.xml - A /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-sfr/res/xml - A /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-sfr/res/xml/account_rawcontact.xml - A /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-sfr/res/xml/apprecomendation.xml - A /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-sfr/signing - A /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-sfr/signing/biscay-release-key.keystore - A /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-sfr/src - A /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-sfr/src/empty.txt - M /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-spanishclaros/build.gradle - M /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-telcel/build.gradle - M /cloud/personal/client-international/android/branches/android-15.2-solutions/settings.gradle
1545652,Jimmy,"2015-11-16 14:26:50 +0000 (Mon, 16 Nov 2015)",1,"UPdated",Changed paths: - M /cloud/personal/client-international/android/branches/android-15.2-solutions/settings.gradle
1545657,Jimmy,"2015-11-16 14:30:47 +0000 (Mon, 16 Nov 2015)",1,"Dropped SDK version",Changed paths: - M /cloud/personal/client-international/android/branches/android-15.2-solutions/build.gradle
1545663,Jimmy,"2015-11-16 14:35:39 +0000 (Mon, 16 Nov 2015)",1,"Changed minSDK",Changed paths: - M /cloud/personal/client-international/android/branches/android-15.2-solutions/build.gradle
1545670,Jimmy,"2015-11-16 14:40:00 +0000 (Mon, 16 Nov 2015)",1,"Reverted to older cloud sdk",Changed paths: - M /cloud/personal/client-international/android/branches/android-15.2-solutions/build.gradle
1545674,Jimmy,"2015-11-16 14:47:41 +0000 (Mon, 16 Nov 2015)",1,"Reverted to older cloud sdk",Changed paths: - M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/model/src/com/biscay/client/android/model/datalayer/api/dv/user/impl/cloudsdk/PDItemToNodeMapper.java - M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/model/src/com/biscay/client/android/model/datalayer/api/dv/user/impl/cloudsdk/RemoteFolderManagerCloudSdkImpl.java - M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/model/src/com/biscay/client/android/model/datalayer/api/dv/user/impl/cloudsdk/SearchManagerCloudSdkImpl.java
1545714,/OU=Domain Control Validated/CN=svn.company.net,"2015-11-16 15:35:27 +0000 (Mon, 16 Nov 2015)",1,"[gradle-release] prepare for next development iteration",Changed paths: - M /cloud/personal/client-international/android/branches/android-15.2-solutions/version.properties
1546414,Thomas,"2015-11-17 14:09:45 +0000 (Tue, 17 Nov 2015)",7,"Merged from android-15.2-solutions-att-mPHONE-2017: PHONE-2019: Android - Timeline Search in Month FolderMerged from trunk: ANDINTL-3373: 15.2 | 15.2.30 | PC Home Screen | Search functionality is not working within the Timeline Month Folders [from revision 1543798]PHONE-2061: Phone 2.0 - Favorited Documents is not showing up under favorite tile. [from revision 1544784]PHONE-2082: Phone - Cannot unfav a doc from documents viewMerged from trunk: ANDINTL-3420 Ability to unfavorite files on mobile [from revision 1545058]Fixed FTRPC-410: Frontier - Favorited Documents is not showing up under favorite tile.",Changed paths: - M /cloud/personal/client-international/android/branches/android-15.2-solutions - M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/model/src/com/biscay/client/android/model/mappers/QueryMapperImpl.java - M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/res/menu/documents_context_menu.xml - M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/res/menu/files_context_menu.xml - M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/res/menu-sw600dp/documents_context_menu.xml - M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/res/menu-sw600dp/files_context_menu.xml
1546460,Vincent,"2015-11-17 14:56:49 +0000 (Tue, 17 Nov 2015)",3,"FTRPC-416 : [FTR Android Client]Android Prod Build is pointed to API server-------------reverted changes of Revision: 1545628",Changed paths: - M /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-frt/build-config/prod.properties
1546493,/OU=Domain Control Validated/CN=svn.company.net,"2015-11-17 15:38:50 +0000 (Tue, 17 Nov 2015)",1,"[gradle-release] prepare for next development iteration",Changed paths: - M /cloud/personal/client-international/android/branches/android-15.2-solutions/version.properties
1546917,Vincent,"2015-11-18 09:06:34 +0000 (Wed, 18 Nov 2015)",3,"FTRPC-336 : Frontier Android || TV beaming option does not appear inspite of cast receivers available-----------chrome_cast_support_feature= true. enabled on Frontier.",Changed paths: - M /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-frt/res/values/booleans.xml
1547493,Vincent,"2015-11-19 06:31:05 +0000 (Thu, 19 Nov 2015)",4,"FTRPC-304 : Frontier - Default Backups Settings to be ON---------------+Instant upload for Contacts and Photos will be ON.",Changed paths: - M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/src/com/biscay/client/android/ui/nab/model/DataClass.java
1547683,Jimmy,"2015-11-19 12:26:49 +0000 (Thu, 19 Nov 2015)",1,"Homescreen merge from at&t branch",Changed paths: - M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/model/src/com/biscay/client/android/model/Constants.java - M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/model/src/com/biscay/client/android/model/homescreen/containers/Matrix.java - M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/model/src/com/biscay/client/android/model/homescreen/containers/OrderedIntervals.java - M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/model/src/com/biscay/client/android/model/homescreen/containers/Thumbnail.java - M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/model/src/com/biscay/client/android/model/homescreen/containers/counts/Count.java - M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/model/src/com/biscay/client/android/model/homescreen/containers/merge/AlbumsMerge.java - M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/model/src/com/biscay/client/android/model/homescreen/containers/merge/CountsMerge.java - M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/model/src/com/biscay/client/android/model/homescreen/engine/DataSet.java - M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/model/src/com/biscay/client/android/model/homescreen/engine/DefaultDataSet.java - M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/model/src/com/biscay/client/android/model/homescreen/engine/Engine.java - M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/model/src/com/biscay/client/android/model/homescreen/engine/Utils.java - M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/model/src/com/biscay/client/android/model/homescreen/engine/cog/CountCog.java - M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/model/src/com/biscay/client/android/model/homescreen/engine/observers/MediaScannerObserver.java - M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/model/src/com/biscay/client/android/model/homescreen/engine/observers/Observer.java - A /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/model/src/com/biscay/client/android/model/homescreen/engine/observers/SharesObserver.java (from /cloud/personal/client-international/android/branches/android-15.2-solutions-att-m/libs/model/src/com/biscay/client/android/model/homescreen/engine/observers/SharesObserver.java:1547363) - M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/model/src/com/biscay/client/android/model/homescreen/engine/observers/VaultObserver.java - M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/model/src/com/biscay/client/android/model/util/sync/dv/VaultSyncManager.java - M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/src/com/biscay/client/android/ui/application/SyncDriveModule.java - M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/src/com/biscay/client/android/ui/gui/fragments/HomeScreenFragment.java
